Category,Title,Price,Region,Bedrooms,Floor Area,Lot Area,URL,Image Link,Barangay,Town/City,Longitude,Latitude
house,For Sale Three (3) Huge Fully furnished brand new house in BF Homes Parañaque,42400000,Metro Manila,5,490,329,https://www.lamudi.com.ph/for-sale-three-3-huge-fully-furnished-brand-new-ho-168969088099.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c68c9cea2d9c14.webp,B.F. Homes,Parañaque,121.0245799,14.4521766
house,"Claremont Phase 4 | Opal 3BR Single Attached House for Sale in Mabalacat, Pampanga | ...",1650000,Pampanga,3,53,88,https://www.lamudi.com.ph/claremont-phase-4-opal-3br-single-attached-house-f-168967583682.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9ae4cf6382daa7.webp,Santa Maria,Mabalacat,120.60564,15.214685
house,"Pineview | Caroline 1BR SA House and Lot for Sale in Tanza, Cavite | Futura by Filinv...",1800000,Cavite,1,29,88,https://www.lamudi.com.ph/pineview-caroline-1br-sa-house-and-lot-for-sale-in-169018893953.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/84dbaac042a32b.webp,Sahud Ulan,Tanza,120.820352424,14.3614938925
house,"Springfield View | Molave House and Lot for Sale in Tanza, Cavite | Futura by Filinve...",2300000,Cavite,0,39,100,https://www.lamudi.com.ph/springfield-view-molave-house-and-lot-for-sale-in-169018894045.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9414f8e0792e4b.webp,Sahud Ulan,Tanza,120.8266517955,14.3678626928
house,Valle Verde House and Lot for Sale! Pasig City,330000000,Metro Manila,5,754,1288,https://www.lamudi.com.ph/valle-verde-house-and-lot-for-sale-pasig-city-169148384281.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8cc5e03f1bc46d.webp,Ugong,Pasig,121.072573,14.582943
house,"Prime Sleek House and Lot for Sale In Ayala Westgrove Heights, Silang, Cavite",65000000,Cavite,4,875,524,https://www.lamudi.com.ph/prime-sleek-house-and-lot-for-sale-in-ayala-westgr-169159836319.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2372b3d69dc740.webp,Puting Kahoy,Silang,121.0361144,14.2174433
house,San Antonio Village 6.7M 2 Storey House & Lot for sale Leonilla Hill Baguio-MAA,6736000,Benguet,3,72,126,https://www.lamudi.com.ph/san-antonio-village-6-7m-2-storey-house-lot-for-sa-169086821972.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/17a87482886557.webp,San Antonio Village,Baguio,120.6015151,16.42770531
house,Newly Built Elegant 4Bedroom House,0,Bulacan,4,85,110,https://www.lamudi.com.ph/newly-built-elegant-4bedroom-house-16917279233.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/363b4787303c07.webp,Pulong Buhangin,Santa Maria,121.0041294,14.8696481
house,"Carmel Residences | 3BR 2-Storey Townhouse for Sale in San Pablo City, Laguna | B8 L2...",3895000,Laguna,3,80,60,https://www.lamudi.com.ph/carmel-residences-3br-2-storey-townhouse-for-sale-169174013845.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/52360c70202fa6.webp,Concepcion,San Pablo,121.340567596,14.0847994801
house,"Carmel Residences | 3BR 2-Storey Townhouse for Sale in San Pablo City, Laguna | B3 L1...",3895000,Laguna,3,80,60,https://www.lamudi.com.ph/carmel-residences-3br-2-storey-townhouse-for-sale-169174013945.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4ef744a0ddc606.webp,Concepcion,San Pablo,121.340567596,14.0847994801
house,"Carmel Residences | 3BR 2-Storey Townhouse for Sale in San Pablo City, Laguna | B8 L2...",3895000,Laguna,3,80,60,https://www.lamudi.com.ph/carmel-residences-3br-2-storey-townhouse-for-sale-169174013998.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/892da3fd949487.webp,Concepcion,San Pablo,121.340567596,14.0847994801
house,"Carmel Residences | 3BR 2-Storey Townhouse for Sale in San Pablo City, Laguna | B8 L3...",3895000,Laguna,3,80,60,https://www.lamudi.com.ph/carmel-residences-3br-2-storey-townhouse-for-sale-169174013673.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/53b67409b480f2.webp,Concepcion,San Pablo,121.340567596,14.0847994801
house,"Carmel EcoVillage Phase 1 | 3BR SA House and Lot for Sale in San Pablo, Laguna | Mode...",4200000,Laguna,3,95,100,https://www.lamudi.com.ph/carmel-ecovillage-phase-1-3br-sa-house-and-lot-for-169174105096.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bd9c8203ab6e7b.webp,Concepcion,San Pablo,121.3395235,14.0813836
house,3 Bedroom House and Lot at Celestis 2 in Antipolo Rizal (Corner),6448937,Rizal,3,76,90,https://www.lamudi.com.ph/3-bedroom-house-and-lot-at-celestis-2-in-antipolo-168673593281.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2958997cf9a4f7.webp,San Luis,Antipolo,121.182157,14.594745
house,3 Bedroom House and Lot at Celestis 2 in Antipolo Rizal (End),6484059,Rizal,3,76,91,https://www.lamudi.com.ph/3-bedroom-house-and-lot-at-celestis-2-in-antipolo-168673557526.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/80147a1b924274.webp,San Luis,Antipolo,121.182157,14.594745
house,Resort Themed Ready for  Occupancy Overlooking 4 bedroom House in Balamban,18900000,Cebu,4,350,500,https://www.lamudi.com.ph/resort-themed-ready-for-occupancy-overlooking-4-be-168784935789.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/154f61b19c662f.webp,Pondol,Balamban,123.719806,10.48743
house,Newest Housing Project In Mactan Walking Distance from CCLEX,6800000,Cebu,3,106,88,https://www.lamudi.com.ph/newest-housing-project-in-mactan-walking-distance-168784620774.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5777d859665a72.webp,Babag,Lapu-Lapu,123.949863,10.2836629
house,"L-R-1-1262: Acquired Property House and Lot for Sale in Lot 4-G, Psd-01-082768, Brgy....",4100000,Pangasinan,1,175,300,https://www.lamudi.com.ph/l-r-1-1262-acquired-property-house-and-lot-for-sal-168726138657.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Lucap,Alaminos,119.990462,16.18479
house,"M-R-2-164: Acquired Property Townhouse for Sale in Lot 1, Block 4, Siena St. corner F...",3550000,Metro Manila,1,70,86,https://www.lamudi.com.ph/m-r-2-164-acquired-property-townhouse-for-sale-in-168664823678.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Pulang Lupa Uno,Las Piñas,120.97595,14.472631
house,"10 Bedroom House for Sale Antipolo, Rizal, Valley Golf",0,Rizal,10,2500,2186,https://www.lamudi.com.ph/10-bedroom-house-for-sale-antipolo-rizal-valley-go-16844771850.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/19df69a26fa404.webp,Mambugan,Antipolo,121.157573,14.58843
house,Canyon Woods Premium House and Lot for SALE! 357 sqm lot area at 18M,18000000,Batangas,4,275,357,https://www.lamudi.com.ph/canyon-woods-premium-house-and-lot-for-sale-357-sq-168793535750.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ff36a4e76268a2.webp,San Gregorio,Laurel,120.8753403,14.0399479
house,"Along Mindanao Avenue, Quezon City 3 Storey Townhouse For Sale LSS",8000000,Metro Manila,3,114,46,https://www.lamudi.com.ph/along-mindanao-avenue-quezon-city-3-storey-townhou-168854211425.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/fd197cd5f9c876.webp,Tandang Sora,Quezon City,121.042788,14.6820013
house,"Royal Pines House and Lot For Sale ! 600 sqm Lot Area for 22M, Tagaytay City",22000000,Cavite,4,400,600,https://www.lamudi.com.ph/royal-pines-house-and-lot-for-sale-600-sqm-lot-are-168848081593.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/50ce78d3b99559.webp,Maharlika West,Tagaytay,120.9434149,14.1026081
house,"L-R-1-1265: Acquired Property for Sale at Lot 4, Block 5, corner of Bougainvilla and ...",4649000,Batangas,0,150,194,https://www.lamudi.com.ph/l-r-1-1265-acquired-property-for-sale-at-lot-4-blo-16889791379.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Pook,Taal,120.930222,13.88775
house,"For Sale: 4 Bedrooms in Filinvest East Homes Cainta, Rizal",21000000,Rizal,4,272,141,https://www.lamudi.com.ph/for-sale-4-bedrooms-in-filinvest-east-homes-cainta-168898372314.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6a7590de059d81.webp,San Isidro,Cainta,121.118502,14.613156
house,"Camella Sierra Metro East | FREYA SF wCB, BTS 5BR House and Lot for Sale in Antipolo,...",12081000,Rizal,5,142,176,https://www.lamudi.com.ph/camella-sierra-metro-east-freya-sf-wcb-bts-5br-hou-168956070557.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bbf96b52c23265.webp,Dalig,Antipolo,121.1957324,14.5581146714
house,New Housing Project in Mactan close proximity from CCLEX,7100000,Cebu,3,106,88,https://www.lamudi.com.ph/new-housing-project-in-mactan-close-proximity-from-168914360682.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cf0de3cf1f3759.webp,Babag,Lapu-Lapu,123.949863,10.2836629
house,Filinvest Homes Tagum | Iris SA - Spanish Mediterranean 3BR House for Sale in Davao d...,2292321,Davao del Norte,3,40,100,https://www.lamudi.com.ph/filinvest-homes-tagum-iris-sa-spanish-mediterranea-168967296369.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4ceb85c5fecfd0.webp,Visayan Village,Tagum,125.810526,7.436568
house,"Amarilyo Crest Residences | Opal 3BR Duplex House for Sale in Taytay, Rizal | Aspire ...",3800000,Rizal,3,54,85,https://www.lamudi.com.ph/amarilyo-crest-residences-opal-3br-duplex-house-fo-168967296080.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b0f8599af8799e.webp,San Juan,Taytay,121.157888,14.560621
house,"For Sale - New Manila Townhouse 3 Storeys, Quezon City",35000000,Metro Manila,6,432,144,https://www.lamudi.com.ph/for-sale-new-manila-townhouse-3-storeys-quezon-cit-168774808677.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/75d1df33d9f7a2.webp,New Manila,Quezon City,121.0306,14.61633
house,A Step To Your Brighter Future - Sunny Homes House for Sale,0,Batangas,2,48,0,https://www.lamudi.com.ph/a-step-to-your-brighter-future-sunny-homes-house-f-169042600390.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e7361fd4a51690.webp,Tamak,Padre Garcia,121.230757,13.876885
house,"Southwind | Banyan 3BR Single Detached House for Sale in San Pedro, Laguna | Aspire b...",11500000,Laguna,3,167,132,https://www.lamudi.com.ph/southwind-banyan-3br-single-detached-house-for-sal-168983884280.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1998b37c4cc02c.webp,San Antonio,San Pedro,121.0265376955,14.3402945916
house,"Southwind | Walnut 3BR Single Attached House for Sale in San Pedro, Laguna | Aspire b...",8100000,Laguna,3,125,132,https://www.lamudi.com.ph/southwind-walnut-3br-single-attached-house-for-sal-168983884218.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/fb53852c9d5c16.webp,San Antonio,San Pedro,121.0433415,14.3669314
house,3 Bedroom Townhouse Unit for sale at Traveo Residences (TYPE A),4552875,Rizal,3,86,51,https://www.lamudi.com.ph/3-bedroom-townhouse-unit-for-sale-at-traveo-reside-168982151273.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/944c6e0369a27a.webp,Guitnang Bayan II,San Mateo,121.138006,14.694005
house,ONDO Homes - House and Lot for Sale in Cebu City,8000000,Cebu,3,71,53,https://www.lamudi.com.ph/ondo-homes-house-and-lot-for-sale-in-cebu-city-169046798548.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/004bfae4027f95.webp,Busay,Cebu,123.8862296,10.3631763
house,6 Bedroom Townhouse for Sale,8000000,Metro Manila,6,235,103,https://www.lamudi.com.ph/6-bedroom-townhouse-for-sale-169090069853.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/63f12fadd3eaf9.webp,Tandang Sora,Quezon City,121.042788,14.6820013
house,"M-R-1-227- Acquired Property for Sale in Lot 19-B and 19-C-2-A, M.G. Tengco St., Brgy...",0,Metro Manila,0,366,885,https://www.lamudi.com.ph/m-r-1-227-acquired-property-for-sale-in-lot-19-b-a-169138921452.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d4966b26d9184a.webp,Ususan,Taguig,121.065172,14.531149
house,"M-R-1-226- Acquired Property for Sale in No. 91 (Lot 18, Block 5), Paraiso St., Brgy....",0,Metro Manila,0,180,354,https://www.lamudi.com.ph/m-r-1-226-acquired-property-for-sale-in-no-91-lot-169138920543.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d4966b26d9184a.webp,Parang,Marikina,121.113096,14.65998
house,"For Sale: 4 Bedrooms in Greenwoods Executive Village, San Miguel, Pasig City",0,Metro Manila,4,250,149,https://www.lamudi.com.ph/for-sale-4-bedrooms-in-greenwoods-executive-villag-168922894634.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0cb8d3a29a40b4.webp,San Miguel,Pasig,121.092265,14.567197
house,"Exquisite 4 bedrooms ""Wynnie"" Model House in Washington Place Subdivision",7800000,Cavite,4,83,120,https://www.lamudi.com.ph/exquisite-4-bedrooms-wynnie-model-house-in-washing-168698130235.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7f533748eb0eb4.webp,Sampaloc II,Dasmariñas,120.964753,14.287385
house,729K CASHOUT LIPAT AGAD IN BAGUMBONG CALOOCAN,9890000,Metro Manila,3,65,156,https://www.lamudi.com.ph/729k-cashout-lipat-agad-in-bagumbong-caloocan-169150371076.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/82de241b536554.webp,Bagumbong,Caloocan,121.0176813,14.7514674
house,"3 Bedrooms House for Sale in Quezon City, Gated TS Cruzville",7900000,Metro Manila,3,80,120,https://www.lamudi.com.ph/3-bedrooms-house-for-sale-in-quezon-city-gated-ts-169030388544.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/79944cf5b451d0.webp,Novaliches,Quezon City,121.0521,14.7214
house,Affordable House and Lot in Binangonan Rizal,2500000,Rizal,2,50,60,https://www.lamudi.com.ph/affordable-house-and-lot-in-binangonan-rizal-169043113230.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ed9fe34eae94db.webp,Tatala,Binangonan,121.202547,14.479385
house,5 Bedrooms House and lot for sale in Dasma Cavite Near Orchard and Aguinaldo,9270000,Cavite,5,121,120,https://www.lamudi.com.ph/5-bedrooms-house-and-lot-for-sale-in-dasma-cavite-16905277167.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/44e094df99308b.webp,Salitran III,Dasmariñas,120.944557,14.352175
house,"4 Bedroom House and Lot for Sale at The Fountain Grove, Bacolod City",10545660,Negros Occidental,4,192,180,https://www.lamudi.com.ph/4-bedroom-house-and-lot-for-sale-at-the-fountain-g-169026428959.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ede59565301a73.webp,Matab-Ang,Talisay,123.0070788,10.7174873
house,Elegantly Finished Brand New 3 storey townhouse in Pilar Village Las Piñas Near,9500000,Metro Manila,3,150,80,https://www.lamudi.com.ph/elegantly-finished-brand-new-3-storey-townhouse-in-16901780970.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/27ffd8ac5dbaee.webp,Pilar,Las Piñas,121.0080137,14.417168
house,Elegantly 2 storey townhouse in talon village las pinas city,6900000,Metro Manila,4,105,72,https://www.lamudi.com.ph/elegantly-2-storey-townhouse-in-talon-village-las-169017902286.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d7a4879e1d54ca.webp,Talon Dos,Las Piñas,120.985214,14.438526
house,10%DP payable in 10months!! Corner 3storey Duplex house and lot for sale,7788000,Metro Manila,3,145,68,https://www.lamudi.com.ph/10-dp-payable-in-10months-corner-3storey-duplex-ho-169156424127.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cd658a88cd58ec.webp,Talon Singko,Las Piñas,120.996723,14.422561
house,"For Sale Brand New 3-Storey, 3 Bedrooms House and Lot in Las Piñas City",8500000,Metro Manila,4,160,80,https://www.lamudi.com.ph/for-sale-brand-new-3-storey-3-bedrooms-house-and-l-168931879987.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6921f8f3b18376.webp,Almanza Uno,Las Piñas,121.0140532,14.4324914
house,For Sale Modern Design Three (3) Storey Triplex House and Lot in DBP Village,10878000,Metro Manila,4,200,87,https://www.lamudi.com.ph/for-sale-modern-design-three-3-storey-triplex-hous-168413602594.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/864b5bb17a556e.webp,Almanza Dos,Las Piñas,121.0078767,14.4023926
house,Modern Design Two (2) Storey Triplex House With 1car Garage In Las Pinas,6500000,Metro Manila,3,120,80,https://www.lamudi.com.ph/modern-design-two-2-storey-triplex-house-with-1car-168421961091.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bec35f31da2dc0.webp,Pulang Lupa Dos,Las Piñas,120.987483,14.461456
house,Brand New 2 Storey Single Detached House With Nice Location In Imus,12500000,Cavite,4,235,180,https://www.lamudi.com.ph/brand-new-2-storey-single-detached-house-with-nice-168421921375.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/53b7164e10635a.webp,Anabu II-A,Imus,120.9356405,14.3841135
house,For Sale Brand New Bungalow House and Lot with 2 Car Garage in Las Piñas,13500000,Metro Manila,5,220,240,https://www.lamudi.com.ph/for-sale-brand-new-bungalow-house-and-lot-with-2-c-168448289062.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c978f22149facd.webp,Almanza Uno,Las Piñas,121.0140532,14.4324914
house,"Brand New Single Detached House For Sale in BF Resort Village, Las Piñas",15000000,Metro Manila,4,220,111,https://www.lamudi.com.ph/brand-new-single-detached-house-for-sale-in-bf-res-16844820669.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/baa5bc860621a1.webp,Talon Dos,Las Piñas,120.985214,14.438526
house,"Brand New Duplex House and Lot For Sale in BF Resort Village, Las Piñas City",10000000,Metro Manila,4,150,102,https://www.lamudi.com.ph/brand-new-duplex-house-and-lot-for-sale-in-bf-reso-168448201470.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/09a5deab663490.webp,Talon Dos,Las Piñas,120.985214,14.438526
house,Fully Renovated and furnished One Storey House Modern Designed Home in BF Homes,25000000,Metro Manila,4,300,280,https://www.lamudi.com.ph/fully-renovated-and-furnished-one-storey-house-mod-168941261365.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0bfaf067bca1f7.webp,B.F. Homes,Parañaque,121.0245799,14.4521766
house,"5 Bedroom House For Sale in New Manila, Quezon City, Metro Manila",280000000,Metro Manila,5,566,1022,https://www.lamudi.com.ph/5-bedroom-house-for-sale-in-new-manila-quezon-city-168855001918.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/81f4207801c1e7.webp,New Manila,Quezon City,121.0306,14.61633
house,Ayala Westgrove Heights Modern Tropical House For Sale,80000000,Cavite,4,490,457,https://www.lamudi.com.ph/ayala-westgrove-heights-modern-tropical-house-for-16844898660.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6497ea32031179.webp,Puting Kahoy,Silang,121.0361144,14.2174433
house,Fully Furnished House & Lot For Sale near Clark Airpot Pampanga and SM Pampanga,2800000,Pampanga,2,140,70,https://www.lamudi.com.ph/fully-furnished-house-lot-for-sale-near-clark-airp-168681160783.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/743fffcb530283.webp,Margot,Angeles,120.571677,15.15813
house,Bel Air Village Makati Beautiful House for Sale,275011000,Metro Manila,4,453,681,https://www.lamudi.com.ph/bel-air-village-makati-beautiful-house-for-sale-168748506491.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cc15a7dca153cf.webp,Bel-Air,Makati,121.02362,14.56146
house,"Well Maintained Duplex House for Sale at Bel Air Village, Makati",270000000,Metro Manila,3,363,525,https://www.lamudi.com.ph/well-maintained-duplex-house-for-sale-at-bel-air-v-169158378188.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ef7d6568ad6537.webp,Bel-Air,Makati,121.026342,14.563933
house,"Bel Air Village, Makati - Brand New Modern Duplex House for Sale",325000000,Metro Manila,5,411,704,https://www.lamudi.com.ph/bel-air-village-makati-brand-new-modern-duplex-hou-169158435392.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cd3716740d0c90.webp,Bel-Air,Makati,121.026342,14.563933
house,"3 Storey Townhouse For Sale in Mandaluyong City, Metro Manila",13000000,Metro Manila,3,160,63,https://www.lamudi.com.ph/3-storey-townhouse-for-sale-in-mandaluyong-city-me-168776959718.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7c26b22aa9b307.webp,,Mandaluyong,121.0363943,14.5820678
house,"For Sale: 2,000 Sqm Newly Built Private Resort for only P14M in Bulacan",14000000,Bulacan,3,125,2000,https://www.lamudi.com.ph/for-sale-2-000-sqm-newly-built-private-resort-for-16904413313.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/6e66514334db29.webp,Talacsan,San Rafael,120.9856455,14.9651571
house,"Beautiful Modern Home for sale in Acropolis Libis Quezon City, Brand New",178000000,Metro Manila,5,473,300,https://www.lamudi.com.ph/beautiful-modern-home-for-sale-in-acropolis-libis-168968238046.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4eb310a57a60ab.webp,Bagumbayan,Quezon City,121.081903,14.605396
house,"3BR Townhouse for sale at Phirst Park Homes, Baliuag, Bulacan",1800000,Bulacan,3,40,60,https://www.lamudi.com.ph/3br-townhouse-for-sale-at-phirst-park-homes-baliua-169150985689.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5a73323f133be4.webp,Makinabang,Baliuag,120.8840362,14.9191555
house,"4-Storey House and Lot for Sale in Cubao, Quezon City",36000000,Metro Manila,2,290,55,https://www.lamudi.com.ph/4-storey-house-and-lot-for-sale-in-cubao-quezon-ci-169165599642.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/adb7e5bdba7890.webp,Cubao,Quezon City,121.0572,14.61777
house,Overlooking Brand New Smart Alexa House with Pool Antipolo Along Hway,55000000,Rizal,6,519,256,https://www.lamudi.com.ph/overlooking-brand-new-smart-alexa-house-with-pool-169165470488.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/47bda02b4f65c4.webp,,Antipolo,121.17059995886,14.586252103617
house,"Prime Modern House and lot for sale at New Manila, Quezon City",250000000,Metro Manila,5,800,1002,https://www.lamudi.com.ph/prime-modern-house-and-lot-for-sale-at-new-manila-169168856243.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/24cc70b9ef1d46.webp,Mariana,Quezon City,121.034943,14.619578
house,4 Bedrooms Fully Furnished House & Lot in BF Resort Village Las Piñas City,25000000,Metro Manila,4,152,375,https://www.lamudi.com.ph/4-bedrooms-fully-furnished-house-lot-in-bf-resort-169166557450.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/be0e6c5de8d1bc.webp,Talon Dos,Las Piñas,120.985214,14.438526
house,"Carmel Residences | 3BR 2-Storey Townhouse for Sale in San Pablo City, Laguna | B3 L2...",3895000,Laguna,3,80,60,https://www.lamudi.com.ph/carmel-residences-3br-2-storey-townhouse-for-sale-169174013443.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3a0114162a53dd.webp,Concepcion,San Pablo,121.340567596,14.0847994801
house,"Carmel Residences | 3BR 2-Storey Townhouse for Sale in San Pablo City, Laguna | B8 L3...",3895000,Laguna,3,80,60,https://www.lamudi.com.ph/carmel-residences-3br-2-storey-townhouse-for-sale-16917401411.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/57fb2fdec59417.webp,Concepcion,San Pablo,121.340567596,14.0847994801
house,"Carmel Residences | 3BR 2-Storey Townhouse for Sale in San Pablo City, Laguna | B8 L2...",3895000,Laguna,3,80,60,https://www.lamudi.com.ph/carmel-residences-3br-2-storey-townhouse-for-sale-169174014023.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9a121a0ef6b0e4.webp,Concepcion,San Pablo,121.340567596,14.0847994801
house,"Carmel Residences | 3BR 2-Storey Townhouse for Sale in San Pablo City, Laguna | B3 L2...",3895000,Laguna,3,80,60,https://www.lamudi.com.ph/carmel-residences-3br-2-storey-townhouse-for-sale-169174013443.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3a0114162a53dd.webp,Concepcion,San Pablo,121.340567596,14.0847994801
house,"Carmel Residences | 3BR 2-Storey Townhouse for Sale in San Pablo City, Laguna | B3 L2...",3895000,Laguna,3,80,60,https://www.lamudi.com.ph/carmel-residences-3br-2-storey-townhouse-for-sale-169174014598.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/794913206483c8.webp,Concepcion,San Pablo,121.340567596,14.0847994801
house,"Carmel Residences | 3BR 2-Storey Townhouse for Sale in San Pablo City, Laguna | B8 L2...",3895000,Laguna,3,80,60,https://www.lamudi.com.ph/carmel-residences-3br-2-storey-townhouse-for-sale-169174014483.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/fafa50bf893355.webp,Concepcion,San Pablo,121.340567596,14.0847994801
house,"Carmel Residences | 3BR 2-Storey Townhouse for Sale in San Pablo City, Laguna | B8 L3...",3895000,Laguna,3,80,60,https://www.lamudi.com.ph/carmel-residences-3br-2-storey-townhouse-for-sale-169174013520.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d46dfc170e442e.webp,Concepcion,San Pablo,121.340567596,14.0847994801
house,"L-R-1-1253: Acquired Property House and Lot for Sale in Lot 1, Block 4, Highway Rose ...",2500000,Laguna,1,154,204,https://www.lamudi.com.ph/l-r-1-1253-acquired-property-house-and-lot-for-sal-168354349482.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Masiit,Calauan,121.306207,14.1636126
